order_id,customer_id,order_date,total_amount,status
5566,2391,2024-06-07,82.34,Entregue
5567,5787,2024-07-13,393.06,Processando
5568,3978,2024-05-28,196.32,Entregue
5569,4488,2024-02-16,380.0,Entregue
5570,51,2024-03-09,5339.71,Entregue
5571,977,2024-04-02,312.82,Entregue
5572,4737,2024-12-17,1483.26,Entregue
5573,1810,2024-12-14,75.74,Entregue
5574,2306,2024-01-10,186.96,Entregue
5575,6983,2024-12-06,3048.4,Entregue
5576,8677,2024-01-26,968.04,Entregue
5577,4968,2024-04-12,2173.94,Entregue
5578,3292,2024-05-15,737.28,Entregue
5579,7813,2024-10-27,2134.73,Entregue
5580,3614,2024-11-16,365.78,Entregue
5581,3841,2024-10-25,100.35,Entregue
5582,6301,2024-02-16,111.74,Processando
5583,9040,2024-08-31,570.78,Entregue
5584,2371,2024-09-30,435.37,Entregue
5585,6076,2024-10-24,2142.22,Entregue
5586,4454,2024-09-04,1298.89,Entregue
5587,5083,2024-09-26,472.83,Entregue
5588,1032,2024-02-01,1509.59,Entregue
5589,1756,2024-12-29,458.55,Entregue
5590,4003,2024-08-09,2017.13,Entregue
5591,9109,2024-07-30,302.61,Entregue
5592,9412,2024-08-20,88.54,Entregue
5593,8683,2024-03-30,4184.76,Entregue
5594,8657,2024-11-16,394.03,Cancelado
5595,321,2024-10-05,124.9,Entregue
5596,9075,2024-05-25,2467.81,Cancelado
5597,3070,2024-05-07,237.0,Entregue
5598,5020,2024-04-24,485.22,Entregue
5599,4116,2024-11-14,38.57,Processando
5600,4456,2024-05-26,436.45,Entregue
5601,9857,2024-04-13,2872.61,Entregue
5602,6225,2024-06-04,1096.4,Entregue
5603,5321,2024-04-08,1711.0,Entregue
5604,7724,2024-08-12,202.48,Entregue
5605,8725,2024-05-08,1099.86,Entregue
5606,3729,2024-12-16,214.57,Entregue
5607,270,2024-11-18,5360.08,Entregue
5608,2245,2024-06-29,5201.88,Entregue
5609,719,2024-07-28,622.24,Entregue
5610,6757,2024-11-15,925.63,Entregue
5611,8988,2024-09-04,912.7,Entregue
5612,3515,2024-02-08,295.74,Entregue
5613,600,2024-01-04,1850.28,Cancelado
5614,6704,2024-07-19,1365.05,Cancelado
5615,7371,2024-01-29,3127.79,Entregue
5616,5584,2024-07-03,845.18,Processando
5617,1533,2024-12-04,1525.15,Entregue
5618,8797,2024-04-20,1299.15,Entregue
5619,7799,2024-03-02,297.47,Entregue
5620,8865,2024-08-09,2815.26,Entregue
5621,105,2024-03-25,767.13,Entregue
5622,3545,2024-11-16,23.66,Entregue
5623,5419,2024-11-14,6417.97,Entregue
5624,9432,2024-09-08,237.92,Cancelado
5625,6998,2024-08-01,586.83,Entregue
5626,5848,2024-11-30,539.62,Entregue
5627,9115,2024-09-15,34.0,Entregue
5628,441,2024-12-06,577.99,Cancelado
5629,9367,2024-08-21,325.46,Entregue
5630,4510,2024-06-22,673.71,Entregue
5631,2572,2024-04-27,1632.1,Entregue
5632,2940,2024-11-24,27.95,Entregue
5633,3426,2024-11-27,1590.56,Entregue
5634,4834,2024-08-05,2221.65,Entregue
5635,7365,2024-12-22,251.02,Entregue
5636,2204,2024-01-20,202.84,Entregue
5637,3346,2024-08-04,2187.95,Processando
5638,4909,2024-11-29,2593.42,Entregue
5639,7075,2024-09-22,547.04,Entregue
5640,1037,2024-07-23,6021.94,Processando
5641,125,2024-11-13,85.43,Entregue
5642,576,2024-11-12,1326.73,Entregue
5643,6888,2024-12-27,509.47,Entregue
5644,2582,2024-01-25,237.46,Cancelado
5645,6801,2024-12-05,271.34,Entregue
5646,3757,2024-05-14,897.06,Entregue
5647,8524,2024-05-09,1002.72,Entregue
5648,8698,2024-10-18,581.11,Entregue
5649,9595,2024-04-19,65.58,Entregue
5650,7423,2024-05-29,772.62,Entregue
5651,8731,2024-07-20,1263.08,Entregue
5652,7358,2024-10-07,1076.71,Entregue
5653,7293,2024-12-27,1969.79,Entregue
5654,3509,2024-05-20,3070.69,Cancelado
5655,329,2024-10-27,27.91,Entregue
5656,4843,2024-01-13,354.12,Entregue
5657,7617,2024-06-18,291.63,Entregue
5658,9526,2024-10-03,395.93,Entregue
5659,2078,2024-09-23,1786.46,Entregue
5660,8742,2024-01-23,33.88,Entregue
5661,1855,2024-07-28,1252.75,Entregue
5662,9514,2024-03-21,1073.36,Entregue
5663,866,2024-07-05,4461.96,Cancelado
5664,2072,2024-01-08,1159.08,Entregue
5665,9944,2024-11-28,223.4,Processando
5666,1216,2024-01-29,287.05,Entregue
5667,1370,2024-12-18,358.32,Entregue
5668,4255,2024-12-03,160.83,Entregue
5669,8994,2024-06-11,112.9,Entregue
5670,2922,2024-03-27,210.08,Entregue
5671,8037,2024-08-14,164.12,Entregue
5672,3364,2024-02-27,936.59,Entregue
5673,1465,2024-02-23,3228.93,Entregue
5674,6917,2024-02-03,315.38,Entregue
5675,1314,2024-11-18,895.21,Entregue
5676,7552,2024-07-11,1043.88,Entregue
5677,5533,2024-11-09,29.91,Entregue
5678,189,2024-09-02,343.89,Entregue
5679,397,2024-03-01,909.75,Entregue
5680,498,2024-04-24,559.37,Entregue
5681,9599,2024-06-06,96.84,Entregue
5682,3120,2024-01-23,115.8,Entregue
5683,1610,2024-05-31,198.64,Processando
5684,8832,2024-11-26,78.83,Processando
5685,938,2024-02-12,763.25,Entregue
5686,424,2024-11-20,509.31,Entregue
5687,5126,2024-12-12,532.31,Entregue
5688,8258,2024-12-04,150.18,Entregue
5689,4787,2024-06-25,158.59,Processando
5690,1394,2024-10-06,1082.63,Entregue
5691,9837,2024-08-05,136.42,Entregue
5692,7812,2024-03-18,279.34,Entregue
5693,8557,2024-01-16,157.65,Entregue
5694,1256,2024-11-25,46.57,Entregue
5695,4735,2024-04-06,2147.63,Entregue
5696,5147,2024-12-02,940.95,Entregue
5697,7122,2024-04-17,741.1,Entregue
5698,9818,2024-08-02,446.38,Cancelado
5699,4281,2024-07-01,262.72,Entregue
5700,6192,2024-01-08,734.16,Entregue
5701,5923,2024-01-03,165.72,Entregue
5702,4507,2024-03-17,949.51,Entregue
5703,6189,2024-11-13,4460.58,Entregue
5704,4415,2024-11-26,2414.39,Entregue
5705,5270,2024-12-08,3118.7,Entregue
5706,6000,2024-01-02,529.11,Entregue
5707,9451,2024-06-06,257.18,Entregue
5708,687,2024-03-24,97.66,Entregue
5709,646,2024-03-23,2171.91,Entregue
5710,6664,2024-01-02,2573.76,Entregue
5711,9147,2024-05-20,1807.34,Entregue
5712,5818,2024-11-20,235.76,Entregue
5713,8616,2024-10-25,2137.59,Entregue
5714,1058,2024-03-05,190.11,Entregue
5715,770,2024-04-09,841.31,Entregue
5716,6418,2024-01-28,1333.49,Entregue
5717,8661,2024-11-27,1376.38,Entregue
5718,8672,2024-11-30,790.0,Entregue
5719,4287,2024-01-01,1460.68,Entregue
5720,4238,2024-12-24,1216.07,Entregue
5721,8970,2024-12-06,272.61,Entregue
5722,8167,2024-01-16,219.46,Cancelado
5723,8449,2024-07-08,1382.73,Entregue
5724,3076,2024-04-23,7844.47,Entregue
5725,4388,2024-01-13,125.98,Entregue
5726,1074,2024-06-05,530.21,Entregue
5727,4836,2024-11-20,2024.38,Entregue
5728,5039,2024-11-19,26.7,Entregue
5729,2599,2024-04-10,802.7,Entregue
5730,2139,2024-10-14,121.4,Entregue
5731,8657,2024-04-24,1522.07,Entregue
5732,4127,2024-09-10,17.5,Cancelado
5733,669,2024-05-15,410.14,Entregue
5734,4778,2024-02-13,71.57,Entregue
5735,6388,2024-12-21,702.92,Entregue
5736,6123,2024-06-25,623.06,Entregue
5737,694,2024-02-10,214.72,Entregue
5738,3754,2024-11-13,3940.82,Entregue
5739,5570,2024-12-12,1821.84,Entregue
5740,382,2024-12-31,1189.43,Entregue
5741,5042,2024-05-13,1184.8,Entregue
5742,4762,2024-04-28,58.73,Cancelado
5743,8690,2024-12-19,930.14,Entregue
5744,369,2024-10-30,1039.16,Entregue
5745,6036,2024-09-04,27.79,Entregue
5746,8208,2024-12-18,6423.54,Entregue
5747,4513,2024-04-06,639.28,Entregue
5748,7630,2024-01-05,17.48,Entregue
5749,1009,2024-05-27,723.97,Cancelado
5750,943,2024-02-22,43.0,Entregue
5751,3913,2024-09-10,1186.62,Entregue
5752,3424,2024-06-07,988.74,Entregue
5753,8622,2024-06-07,2679.68,Entregue
5754,2002,2024-07-23,372.95,Entregue
5755,2317,2024-09-08,1322.46,Entregue
5756,1476,2024-10-04,1020.28,Entregue
5757,8622,2024-09-15,174.13,Entregue
5758,2028,2024-11-24,1646.29,Entregue
5759,3255,2024-09-20,634.18,Entregue
5760,3244,2024-08-03,212.03,Entregue
5761,2208,2024-10-07,3811.94,Entregue
5762,5293,2024-02-21,245.46,Entregue
5763,6663,2024-04-02,574.39,Entregue
5764,1259,2024-12-02,157.46,Entregue
5765,8273,2024-01-25,68.55,Entregue
5766,5365,2024-10-25,659.41,Entregue
5767,7565,2024-05-04,1232.58,Entregue
5768,6672,2024-07-28,659.34,Entregue
5769,8593,2024-10-18,87.34,Entregue
5770,3029,2024-03-01,1116.03,Entregue
5771,436,2024-02-27,620.65,Cancelado
5772,5482,2024-09-04,535.5,Entregue
5773,9007,2024-07-04,240.94,Entregue
5774,9785,2024-09-27,911.76,Entregue
5775,6182,2024-12-08,983.44,Entregue
5776,8149,2024-10-16,913.16,Entregue
5777,9767,2024-05-27,188.36,Entregue
5778,6808,2024-11-24,273.72,Entregue
5779,3502,2024-05-01,1527.56,Entregue
5780,2195,2024-03-12,370.63,Processando
5781,5100,2024-10-03,44.37,Entregue
5782,2019,2024-11-03,631.82,Entregue
5783,9422,2024-08-17,2436.88,Entregue
5784,3791,2024-01-08,690.63,Entregue
5785,7821,2024-12-17,1048.05,Processando
5786,9611,2024-07-01,694.67,Processando
5787,2584,2024-12-06,1867.71,Entregue
5788,8288,2024-05-20,597.0,Entregue
5789,7394,2024-12-08,849.44,Entregue
5790,5533,2024-12-11,86.6,Entregue
5791,1512,2024-02-03,47.74,Cancelado
5792,598,2024-04-30,34.4,Entregue
5793,4817,2024-05-24,426.94,Entregue
5794,6673,2024-09-18,1788.96,Cancelado
5795,703,2024-07-24,1797.58,Entregue
5796,349,2024-03-21,802.91,Entregue
5797,3894,2024-10-11,262.6,Entregue
5798,6480,2024-10-30,378.47,Entregue
5799,760,2024-02-26,4298.99,Entregue
5800,2111,2024-01-04,86.15,Entregue
5801,295,2024-02-25,2548.08,Entregue
5802,908,2024-12-07,1770.02,Entregue
5803,6400,2024-04-12,1437.04,Entregue
5804,9953,2024-11-29,2308.98,Entregue
5805,447,2024-12-28,110.64,Processando
5806,7466,2024-10-05,143.44,Entregue
5807,3488,2024-07-11,88.34,Processando
5808,3582,2024-09-06,834.79,Entregue
5809,5830,2024-11-11,705.25,Entregue
5810,8341,2024-12-14,2183.57,Entregue
5811,7953,2024-11-04,1712.69,Entregue
5812,7951,2024-03-28,360.99,Entregue
5813,9198,2024-07-25,748.09,Entregue
5814,3455,2024-01-05,297.44,Entregue
5815,4758,2024-08-09,1433.01,Entregue
5816,4981,2024-10-08,275.08,Entregue
5817,8648,2024-11-01,833.78,Entregue
5818,3180,2024-11-25,616.97,Entregue
5819,3890,2024-08-10,917.82,Entregue
5820,9016,2024-08-30,2900.2,Entregue
5821,6676,2024-12-05,2562.66,Entregue
5822,6133,2024-09-08,654.36,Entregue
5823,875,2024-01-04,2917.21,Entregue
5824,6072,2024-10-22,1502.19,Entregue
5825,296,2024-07-23,331.34,Entregue
5826,779,2024-11-27,191.54,Processando
5827,9517,2024-12-19,679.17,Entregue
5828,4741,2024-11-03,1746.3,Entregue
5829,2979,2024-04-19,764.29,Entregue
5830,7424,2024-11-23,312.85,Entregue
5831,2714,2024-05-26,91.86,Entregue
5832,9796,2024-06-25,249.83,Entregue
5833,6894,2024-03-20,692.23,Entregue
5834,6159,2024-04-26,637.52,Entregue
5835,4857,2024-07-25,272.5,Entregue
5836,9907,2024-06-18,594.49,Processando
5837,7475,2024-09-24,1683.2,Entregue
5838,8556,2024-11-29,1177.68,Entregue
5839,6000,2024-04-18,1679.0,Entregue
5840,9319,2024-03-31,1076.03,Entregue
5841,1687,2024-11-19,2818.46,Processando
5842,5073,2024-03-29,1744.07,Entregue
5843,3186,2024-03-28,2427.86,Entregue
5844,3120,2024-11-06,4087.66,Entregue
5845,3655,2024-01-27,675.64,Entregue
5846,7044,2024-01-05,84.68,Entregue
5847,9173,2024-10-19,1043.64,Entregue
5848,6682,2024-09-02,487.95,Entregue
5849,377,2024-12-23,38.52,Entregue
5850,2540,2024-04-16,597.66,Entregue
5851,1929,2024-08-21,358.48,Entregue
5852,501,2024-05-14,1216.31,Entregue
5853,5071,2024-06-07,2361.81,Entregue
5854,9941,2024-04-17,1029.36,Entregue
5855,9870,2024-02-22,3781.34,Processando
5856,8524,2024-07-29,3377.15,Entregue
5857,9194,2024-11-29,505.67,Entregue
5858,4665,2024-11-01,1893.47,Cancelado
5859,5648,2024-01-29,1053.93,Processando
5860,1931,2024-12-22,978.13,Processando
5861,9995,2024-12-19,243.1,Entregue
5862,2413,2024-12-18,2037.35,Processando
5863,5878,2024-12-19,195.3,Entregue
5864,2403,2024-10-22,156.12,Entregue
5865,4359,2024-10-22,648.12,Entregue
5866,6266,2024-08-18,1205.34,Entregue
5867,1193,2024-07-14,450.62,Entregue
5868,3550,2024-09-27,536.82,Entregue
5869,6979,2024-09-16,756.91,Entregue
5870,2388,2024-05-22,185.44,Entregue
5871,8660,2024-06-26,1562.87,Entregue
5872,1970,2024-03-25,66.04,Entregue
5873,3147,2024-01-27,194.08,Processando
5874,6532,2024-01-09,690.64,Entregue
5875,9628,2024-11-08,27.06,Entregue
5876,5092,2024-08-25,4948.58,Entregue
5877,665,2024-04-29,2477.2,Entregue
5878,7839,2024-11-06,6013.24,Entregue
5879,8420,2024-03-01,156.56,Entregue
5880,6401,2024-10-20,1032.0,Entregue
5881,1914,2024-01-02,2298.28,Entregue
5882,6344,2024-09-25,5080.01,Entregue
5883,1331,2024-09-03,510.76,Entregue
5884,418,2024-05-11,1814.51,Entregue
5885,8648,2024-01-13,1671.68,Entregue
5886,4576,2024-09-20,304.4,Entregue
5887,9938,2024-12-21,1002.5,Entregue
5888,5266,2024-01-24,431.5,Entregue
5889,6682,2024-10-15,4774.34,Entregue
5890,8550,2024-12-06,6129.19,Entregue
5891,6737,2024-12-21,328.69,Entregue
5892,6036,2024-06-02,389.5,Entregue
5893,276,2024-10-09,703.15,Entregue
5894,9812,2024-06-15,1824.01,Entregue
5895,7357,2024-12-02,394.1,Entregue
5896,6745,2024-08-13,337.1,Entregue
5897,9770,2024-03-05,1185.48,Entregue
5898,319,2024-02-12,62.91,Entregue
5899,1509,2024-12-26,3310.85,Entregue
5900,7769,2024-10-24,231.65,Entregue
5901,782,2024-05-13,1170.2,Entregue
5902,9860,2024-07-23,795.34,Cancelado
5903,4318,2024-05-25,718.77,Entregue
5904,8585,2024-11-13,1949.88,Entregue
5905,4306,2024-10-18,1048.69,Entregue
5906,3252,2024-06-07,1620.88,Cancelado
5907,3803,2024-09-15,1858.03,Entregue
5908,5148,2024-07-31,2618.1,Entregue
5909,3320,2024-02-06,536.98,Processando
5910,6576,2024-03-30,490.37,Cancelado
5911,1297,2024-12-30,1497.96,Processando
5912,2692,2024-05-29,20.69,Entregue
5913,1288,2024-10-04,1892.03,Entregue
5914,6224,2024-05-01,453.14,Entregue
5915,3899,2024-03-14,45.91,Entregue
5916,5207,2024-10-17,205.86,Processando
5917,8123,2024-06-15,993.66,Entregue
5918,6161,2024-10-12,156.68,Processando
5919,7332,2024-09-07,627.23,Entregue
5920,4862,2024-03-18,4652.56,Processando
5921,2764,2024-09-02,830.68,Entregue
5922,783,2024-11-11,15.54,Entregue
5923,6482,2024-08-28,3137.22,Entregue
5924,1549,2024-10-02,208.18,Entregue
5925,867,2024-09-10,2255.03,Entregue
5926,4099,2024-12-22,283.9,Entregue
5927,6527,2024-07-04,633.33,Entregue
5928,1775,2024-06-18,270.31,Entregue
5929,7590,2024-04-29,383.33,Entregue
5930,8412,2024-01-22,76.06,Processando
5931,3059,2024-11-30,3728.46,Processando
5932,1512,2024-06-21,301.0,Entregue
5933,9651,2024-02-16,1608.13,Processando
5934,1677,2024-12-06,77.34,Entregue
5935,4278,2024-12-07,2186.9,Entregue
5936,6880,2024-03-30,206.97,Processando
5937,8948,2024-10-19,158.47,Entregue
5938,8050,2024-07-27,5394.95,Entregue
5939,7176,2024-12-20,385.73,Entregue
5940,6980,2024-04-25,2894.21,Entregue
5941,8837,2024-07-08,132.89,Cancelado
5942,1884,2024-11-29,1288.61,Entregue
5943,5218,2024-12-18,66.23,Entregue
5944,5546,2024-07-01,1076.52,Entregue
5945,376,2024-03-15,348.54,Entregue
5946,9644,2024-07-23,679.01,Entregue
5947,1950,2024-01-13,653.98,Entregue
5948,1001,2024-10-23,218.63,Entregue
5949,3866,2024-11-16,4217.72,Entregue
5950,2401,2024-04-25,62.78,Entregue
5951,254,2024-12-26,1053.36,Entregue
5952,8858,2024-04-13,236.66,Entregue
5953,2801,2024-02-03,1794.5,Entregue
5954,5723,2024-03-21,3386.26,Cancelado
5955,6445,2024-05-03,238.4,Entregue
5956,5998,2024-01-22,212.62,Entregue
5957,5490,2024-06-25,423.55,Entregue
5958,1719,2024-12-15,2705.82,Entregue
5959,6635,2024-12-09,815.0,Entregue
5960,1194,2024-02-24,2251.26,Entregue
5961,2855,2024-09-25,66.29,Entregue
5962,2274,2024-12-19,148.88,Processando
5963,6520,2024-12-19,1175.77,Entregue
5964,647,2024-10-20,531.71,Entregue
5965,4400,2024-10-22,1000.28,Cancelado
5966,4732,2024-04-18,1041.55,Entregue
5967,265,2024-08-28,2349.45,Entregue
5968,5422,2024-09-02,2752.05,Entregue
5969,9916,2024-11-02,1168.36,Entregue
5970,8885,2024-07-27,1103.88,Entregue
5971,4109,2024-05-23,483.56,Entregue
5972,2130,2024-10-21,1201.72,Entregue
5973,9990,2024-09-28,55.13,Entregue
5974,1082,2024-11-18,96.68,Processando
5975,4646,2024-04-03,2209.18,Cancelado
5976,8941,2024-03-15,95.75,Entregue
5977,587,2024-07-31,323.05,Entregue
5978,7232,2024-12-21,822.95,Entregue
5979,2934,2024-03-12,85.58,Entregue
5980,8913,2024-05-29,23.34,Entregue
5981,6398,2024-03-15,80.04,Entregue
5982,3060,2024-09-18,2045.75,Processando
5983,4504,2024-05-15,570.32,Entregue
5984,1041,2024-11-03,175.89,Entregue
5985,7560,2024-12-22,146.54,Entregue
5986,8720,2024-02-20,782.21,Entregue
5987,2457,2024-09-18,495.69,Entregue
5988,7152,2024-07-19,1309.26,Entregue
5989,2522,2024-12-16,597.27,Entregue
5990,2122,2024-07-27,281.7,Entregue
5991,9451,2024-09-17,65.68,Entregue
5992,626,2024-05-16,1449.44,Entregue
5993,8592,2024-05-11,1678.04,Entregue
5994,3052,2024-07-21,2676.62,Entregue
5995,6041,2024-12-08,549.84,Entregue
5996,4413,2024-11-23,1235.82,Entregue
5997,5905,2024-07-22,1499.05,Entregue
5998,5438,2024-08-13,2333.07,Entregue
5999,9326,2024-12-15,45.18,Entregue
6000,2046,2024-09-01,410.2,Processando
6001,2883,2024-08-18,559.39,Entregue
6002,6137,2024-05-11,154.41,Entregue
6003,8579,2024-06-06,2218.32,Cancelado
6004,3214,2024-10-13,1471.04,Entregue
6005,4820,2024-10-27,1008.92,Entregue
6006,2181,2024-10-21,1750.76,Entregue
6007,6413,2024-02-09,5132.0,Processando
6008,3188,2024-07-28,394.99,Processando
6009,9382,2024-01-31,3233.78,Entregue
6010,6634,2024-02-11,1359.17,Entregue
6011,5372,2024-11-03,254.18,Entregue
6012,5536,2024-02-18,65.49,Entregue
6013,7919,2024-09-30,367.57,Entregue
6014,5626,2024-06-30,1311.79,Entregue
6015,9429,2024-03-31,77.99,Entregue
6016,9653,2024-05-13,7633.68,Entregue
6017,3642,2024-11-28,1066.46,Cancelado
6018,9961,2024-10-17,66.06,Entregue
6019,6063,2024-10-22,2360.58,Entregue
6020,8266,2024-12-08,1106.99,Cancelado
6021,6050,2024-08-13,1383.21,Entregue
6022,8023,2024-10-01,3758.2,Entregue
6023,6329,2024-06-09,100.37,Entregue
6024,5315,2024-01-18,67.54,Processando
6025,5251,2024-11-20,1159.66,Entregue
6026,4708,2024-06-25,42.24,Entregue
6027,3674,2024-04-09,260.27,Processando
6028,1966,2024-08-10,2299.36,Entregue
6029,8394,2024-12-29,41.61,Entregue
6030,1221,2024-02-19,235.63,Entregue
6031,1855,2024-07-27,5250.8,Entregue
6032,2701,2024-05-16,2707.84,Entregue
6033,8545,2024-04-07,1417.63,Entregue
6034,5466,2024-07-23,562.54,Entregue
6035,1410,2024-09-02,428.2,Processando
6036,3444,2024-03-12,112.28,Entregue
6037,1446,2024-05-10,1681.54,Entregue
6038,5354,2024-08-04,1336.33,Processando
6039,3315,2024-09-11,320.98,Entregue
6040,2843,2024-10-07,1806.57,Processando
6041,6873,2024-12-07,129.44,Entregue
6042,8594,2024-12-24,78.08,Entregue
6043,6984,2024-07-08,483.9,Entregue
6044,5199,2024-11-28,2642.17,Cancelado
6045,4355,2024-12-20,212.46,Entregue
6046,2453,2024-04-28,594.4,Entregue
6047,1788,2024-11-21,302.67,Entregue
6048,1428,2024-11-26,194.92,Entregue
6049,5798,2024-05-25,400.42,Entregue
6050,6274,2024-11-15,737.74,Processando
6051,2000,2024-10-17,82.24,Cancelado
6052,8581,2024-05-19,3189.17,Entregue
6053,9914,2024-08-02,49.36,Entregue
6054,2157,2024-11-27,4324.91,Entregue
6055,3851,2024-01-05,395.41,Entregue
6056,9140,2024-03-17,337.82,Processando
6057,5707,2024-06-25,1843.6,Entregue
6058,5422,2024-07-30,3062.72,Entregue
6059,7015,2024-02-26,120.1,Entregue
6060,5316,2024-05-31,749.65,Entregue
6061,6808,2024-02-17,2116.39,Processando
6062,8830,2024-04-15,1421.8,Entregue
6063,2746,2024-03-28,2950.19,Entregue
6064,5527,2024-03-17,254.37,Processando
6065,4582,2024-01-29,489.4,Processando
6066,9640,2024-07-11,711.81,Entregue
6067,5200,2024-07-12,849.38,Entregue
6068,4720,2024-09-23,3792.92,Entregue
6069,4990,2024-10-05,1417.1,Entregue
6070,1945,2024-08-20,164.8,Entregue
6071,7015,2024-07-03,1856.01,Entregue
6072,103,2024-04-30,67.37,Entregue
6073,703,2024-06-02,2815.67,Entregue
6074,3762,2024-01-12,240.21,Entregue
6075,3803,2024-12-21,1698.36,Entregue
6076,1897,2024-10-21,47.36,Entregue
6077,5200,2024-01-11,1689.21,Entregue
6078,5309,2024-05-01,433.47,Entregue
6079,3344,2024-12-17,681.68,Entregue
6080,2985,2024-08-18,1005.62,Entregue
6081,4969,2024-07-10,421.47,Entregue
6082,6277,2024-03-17,323.98,Entregue
6083,8039,2024-11-20,949.08,Entregue
6084,3639,2024-07-28,99.5,Entregue
6085,7227,2024-06-15,226.76,Entregue
6086,4796,2024-07-31,3003.87,Entregue
6087,2126,2024-09-01,1448.21,Entregue
6088,8443,2024-10-28,1776.6,Processando
6089,6043,2024-12-30,4816.52,Entregue
6090,1141,2024-07-31,1212.79,Entregue
6091,8903,2024-10-06,310.42,Entregue
6092,1735,2024-04-27,352.56,Entregue
6093,1031,2024-12-07,83.99,Entregue
6094,9939,2024-05-07,798.71,Entregue
6095,117,2024-06-27,5477.22,Entregue
6096,1518,2024-11-20,515.46,Entregue
6097,133,2024-06-13,1419.92,Entregue
6098,6806,2024-03-08,662.6,Entregue
6099,2624,2024-10-16,744.76,Entregue
6100,9057,2024-06-23,128.1,Entregue
6101,397,2024-01-12,1439.25,Entregue
6102,6620,2024-08-16,4772.5,Entregue
6103,7472,2024-04-22,890.88,Entregue
6104,2961,2024-09-26,395.49,Entregue
6105,4266,2024-03-11,162.19,Entregue
6106,9209,2024-10-12,2967.19,Entregue
6107,6209,2024-06-05,839.74,Cancelado
6108,9359,2024-01-28,3675.31,Processando
6109,1479,2024-04-20,3754.91,Entregue
6110,7432,2024-05-22,3772.52,Entregue
6111,3951,2024-03-18,3559.27,Processando
6112,9001,2024-01-02,208.81,Entregue
6113,7202,2024-10-06,659.48,Entregue
6114,7681,2024-07-21,276.5,Entregue
6115,7491,2024-10-03,7201.41,Entregue
6116,3560,2024-08-15,944.49,Entregue
6117,9545,2024-05-21,53.71,Entregue
6118,480,2024-07-06,3438.33,Entregue
6119,9448,2024-07-05,91.3,Entregue
6120,3508,2024-05-19,103.64,Entregue
6121,2805,2024-08-14,106.63,Entregue
6122,6998,2024-09-04,50.29,Entregue
6123,9588,2024-07-11,2844.28,Cancelado
6124,2358,2024-03-18,723.45,Entregue
6125,5327,2024-08-06,39.11,Entregue
6126,4007,2024-12-12,107.63,Entregue
6127,8851,2024-01-28,2484.39,Entregue
6128,5048,2024-07-31,355.26,Entregue
6129,7587,2024-04-16,399.49,Cancelado
6130,3586,2024-09-16,854.9,Processando
6131,6441,2024-02-26,44.86,Entregue
6132,321,2024-09-08,2019.95,Cancelado
6133,9464,2024-07-09,2929.22,Entregue
6134,1909,2024-03-23,397.96,Entregue
6135,7321,2024-08-29,40.21,Entregue
6136,9540,2024-05-27,101.78,Entregue
6137,3061,2024-10-01,1268.74,Entregue
6138,2656,2024-12-03,1612.47,Entregue
6139,4039,2024-03-11,138.2,Entregue
6140,9764,2024-01-29,27.89,Entregue
6141,8635,2024-07-25,138.31,Entregue
6142,1844,2024-07-16,613.57,Entregue
6143,5356,2024-08-29,2139.84,Entregue
6144,8503,2024-11-18,111.22,Entregue
6145,2446,2024-07-05,892.06,Entregue
6146,1615,2024-05-22,516.68,Processando
6147,890,2024-12-13,1038.51,Entregue
6148,617,2024-12-06,1321.96,Entregue
6149,9081,2024-07-09,85.77,Processando
6150,7629,2024-05-20,1973.0,Entregue
6151,8289,2024-12-17,166.82,Entregue
6152,7183,2024-02-19,2889.52,Entregue
6153,6099,2024-10-23,152.57,Cancelado
6154,5856,2024-10-17,4261.6,Entregue
6155,998,2024-03-30,3162.25,Entregue
6156,663,2024-05-25,2968.31,Entregue
6157,4950,2024-02-09,196.44,Entregue
6158,6355,2024-08-30,184.32,Entregue
6159,9383,2024-01-27,876.29,Entregue
6160,5255,2024-01-19,2589.67,Entregue
6161,5684,2024-10-03,13982.12,Entregue
6162,9348,2024-09-07,2245.74,Processando
6163,2445,2024-04-25,208.98,Entregue
6164,2744,2024-01-19,361.23,Entregue
6165,9616,2024-10-30,508.82,Entregue
6166,394,2024-04-22,391.34,Entregue
6167,3258,2024-08-10,593.91,Entregue
6168,8379,2024-11-24,30.85,Entregue
6169,3217,2024-07-02,143.37,Entregue
6170,9447,2024-03-01,200.0,Entregue
6171,1355,2024-06-16,4251.42,Entregue
6172,9724,2024-12-22,771.77,Entregue
6173,2379,2024-02-04,727.59,Entregue
6174,2473,2024-03-02,272.79,Entregue
6175,1894,2024-04-05,1774.95,Processando
6176,7543,2024-05-04,887.68,Entregue
6177,2288,2024-08-22,870.62,Entregue
6178,1463,2024-02-20,2688.72,Processando
6179,1713,2024-06-13,2741.18,Entregue
6180,1982,2024-04-02,4355.78,Processando
6181,5619,2024-04-24,3612.57,Cancelado
6182,7171,2024-04-17,538.92,Processando
6183,3244,2024-07-08,406.96,Entregue
6184,3508,2024-07-20,239.19,Entregue
6185,9370,2024-10-10,675.88,Entregue
6186,3415,2024-10-11,65.96,Entregue
6187,2931,2024-05-01,419.85,Entregue
6188,4940,2024-04-22,1179.2,Entregue
6189,4622,2024-06-05,948.38,Processando
6190,4661,2024-04-03,303.77,Entregue
6191,6469,2024-11-18,1673.54,Entregue
6192,2304,2024-01-17,665.69,Entregue
6193,144,2024-09-28,511.13,Entregue
